mes,dia,hora,temperatura,humedad,viento,alquiladas
1,2,12,0.4,0.43,0.2985,194
1,2,13,0.46,0.36,0.2239,198
1,2,14,0.5,0.29,0.3284,160
1,2,15,0.54,0.26,0.4478,177
1,2,16,0.54,0.26,0.4478,307
1,2,17,0.54,0.26,0.4179,559
1,2,18,0.54,0.24,0.3582,502
1,2,19,0.5,0.29,0.2836,328
1,2,20,0.4,0.58,0.1045,238
1,2,21,0.46,0.33,0.2985,165
1,2,22,0.44,0.35,0.2985,129
1,2,23,0.44,0.38,0.2537,63
2,3,0,0.44,0.38,0.2836,31
2,3,1,0.44,0.41,0.2836,4
2,3,2,0.44,0.44,0.2836,7
2,3,3,0.44,0.44,0.19399999999999998,3
2,3,4,0.4,0.5,0.1642,1
2,3,5,0.4,0.5,0.1642,18
2,3,6,0.4,0.54,0.1642,67
2,3,7,0.38,0.62,0.0896,208
2,3,8,0.36,0.73,0.1045,520
2,3,9,0.36,0.71,0.19399999999999998,276
2,3,10,0.4,0.62,0.1343,133
2,3,11,0.4,0.58,0.1642,143
2,3,12,0.44,0.54,0.1045,179
2,3,13,0.46,0.47,0.2239,186
2,3,14,0.62,0.33,0.2239,192
2,3,15,0.6,0.35,0.2836,194
2,3,16,0.6,0.4,0.2239,283
2,3,17,0.58,0.43,0.19399999999999998,539
2,3,18,0.56,0.46,0.1642,526
2,3,19,0.54,0.52,0.2836,335
2,3,20,0.52,0.52,0.1642,264
2,3,21,0.52,0.52,0.1642,233
2,3,22,0.5,0.55,0.19399999999999998,140
2,3,23,0.46,0.63,0.0896,97
2,4,0,0.46,0.59,0.1343,31
2,4,1,0.46,0.55,0.0,17
2,4,2,0.42,0.67,0.1343,9
2,4,3,0.42,0.67,0.1343,2
2,4,4,0.4,0.82,0.0896,1
2,4,5,0.4,0.82,0.0,19
2,4,6,0.36,0.9,0.0,74
2,4,7,0.36,0.93,0.0,205
2,4,8,0.4,0.87,0.0,445
2,4,9,0.38,0.87,0.0,228
2,4,10,0.42,0.77,0.1045,78
2,4,11,0.4,0.82,0.2537,105
2,4,12,0.42,0.82,0.0,148
2,4,13,0.42,0.77,0.0,137
2,4,14,0.4,0.76,0.1045,141
2,4,15,0.46,0.67,0.1642,174
2,4,16,0.46,0.55,0.2836,229
2,4,17,0.42,0.54,0.4925,450
2,4,18,0.4,0.43,0.4627,410
2,4,19,0.38,0.43,0.5224,327
2,4,20,0.36,0.46,0.5224,213
2,4,21,0.34,0.46,0.4179,148
2,4,22,0.32,0.49,0.4179,109
2,4,23,0.32,0.49,0.2537,61
2,5,0,0.32,0.53,0.3881,38
2,5,1,0.3,0.56,0.3284,22
2,5,2,0.3,0.52,0.2239,6
2,5,3,0.28,0.56,0.2985,4
2,5,4,0.26,0.6,0.2239,2
2,5,5,0.26,0.6,0.2239,17
2,5,6,0.24,0.65,0.1642,88
2,5,7,0.24,0.65,0.2239,226
2,5,8,0.24,0.65,0.2239,441
2,5,9,0.24,0.65,0.19399999999999998,270
2,5,10,0.28,0.56,0.2836,129
2,5,11,0.32,0.53,0.2985,164
2,5,12,0.34,0.46,0.1343,216
2,5,13,0.36,0.46,0.0,198
2,5,14,0.36,0.46,0.2239,170
2,5,15,0.38,0.4,0.0,216
2,5,16,0.4,0.37,0.1045,311
2,5,17,0.4,0.37,0.0896,488
2,5,18,0.38,0.4,0.1343,385
2,5,19,0.34,0.49,0.1045,267
2,5,20,0.34,0.49,0.1045,163
2,5,21,0.34,0.49,0.1045,134
2,5,22,0.34,0.49,0.1045,119
2,5,23,0.26,0.7,0.1045,77
2,6,0,0.26,0.7,0.1045,86
2,6,1,0.26,0.7,0.1045,43
2,6,2,0.24,0.7,0.0896,44
2,6,3,0.24,0.75,0.0,18
2,6,4,0.24,0.81,0.0896,6
2,6,5,0.24,0.81,0.0896,4
2,6,6,0.22,0.87,0.1343,5
2,6,7,0.24,0.87,0.1343,28
2,6,8,0.24,0.87,0.0,90
2,6,9,0.24,0.81,0.1343,157
2,6,10,0.24,0.87,0.1045,224
2,6,11,0.3,0.7,0.0,270
2,6,12,0.3,0.7,0.0896,300
2,6,13,0.3,0.7,0.19399999999999998,302
2,6,14,0.32,0.66,0.2239,276
2,6,15,0.32,0.66,0.2239,305
2,6,16,0.34,0.61,0.1642,143
2,6,17,0.3,0.7,0.19399999999999998,67
2,6,18,0.28,0.75,0.1642,64
2,6,19,0.26,0.87,0.1343,80
2,6,20,0.24,0.93,0.19399999999999998,77
2,6,21,0.24,0.93,0.1343,78
2,6,22,0.24,0.87,0.0896,95
2,6,23,0.24,0.87,0.1343,70
2,0,0,0.24,0.87,0.1343,61
2,0,1,0.24,0.93,0.1045,51
2,0,2,0.24,0.93,0.1045,63
2,0,3,0.24,0.87,0.0896,17
2,0,4,0.24,0.87,0.1343,9
2,0,5,0.26,0.81,0.19399999999999998,4
2,0,6,0.26,0.7,0.2537,4
2,0,7,0.24,0.75,0.1642,16
2,0,8,0.24,0.75,0.1642,62
2,0,9,0.24,0.7,0.2239,92
2,0,10,0.26,0.65,0.2836,148
2,0,11,0.26,0.7,0.19399999999999998,182
2,0,12,0.26,0.65,0.19399999999999998,248
2,0,13,0.28,0.61,0.1642,274
2,0,14,0.3,0.61,0.1642,243
2,0,15,0.3,0.56,0.2537,272
2,0,16,0.3,0.56,0.2239,296
2,0,17,0.32,0.53,0.1642,306
2,0,18,0.3,0.52,0.2537,181
2,0,19,0.3,0.52,0.2239,69
2,0,20,0.28,0.56,0.19399999999999998,50
2,0,21,0.28,0.56,0.1045,66
2,0,22,0.26,0.6,0.1045,191
2,0,23,0.24,0.7,0.1343,42
2,1,0,0.24,0.65,0.1343,21
2,1,1,0.22,0.75,0.0896,6
2,1,2,0.22,0.75,0.0,3
2,1,4,0.18,0.8,0.1045,2
2,1,5,0.18,0.8,0.1045,17
2,1,6,0.16,0.86,0.1045,72
2,1,7,0.16,0.86,0.1045,234
2,1,8,0.16,0.86,0.1343,444
2,1,9,0.18,0.8,0.1045,277
2,1,10,0.22,0.75,0.1045,116
2,1,11,0.26,0.7,0.1343,116
2,1,12,0.32,0.61,0.1642,150
2,1,13,0.38,0.4,0.2239,141
2,1,14,0.4,0.35,0.1642,140
2,1,15,0.42,0.32,0.2836,171
2,1,16,0.4,0.43,0.2537,228
2,1,17,0.4,0.43,0.2537,430
2,1,18,0.38,0.43,0.2239,437
2,1,19,0.36,0.43,0.2537,291
2,1,20,0.34,0.46,0.1642,201
2,1,21,0.32,0.57,0.1642,154
2,1,22,0.3,0.65,0.1343,87
2,1,23,0.3,0.65,0.1343,46
2,2,0,0.3,0.7,0.19399999999999998,23
2,2,1,0.28,0.61,0.1343,14
2,2,2,0.3,0.61,0.0,4
2,2,3,0.3,0.7,0.0,2
2,2,4,0.3,0.7,0.0,3
2,2,5,0.32,0.49,0.0896,15
2,2,6,0.32,0.45,0.2985,100
2,2,7,0.32,0.45,0.0,299
2,2,8,0.3,0.49,0.0,529
2,2,9,0.32,0.49,0.0,289
2,2,10,0.34,0.46,0.1642,116
2,2,11,0.36,0.46,0.19399999999999998,129
2,2,12,0.4,0.4,0.3284,172
2,2,13,0.44,0.38,0.2537,184
2,2,14,0.44,0.38,0.2537,138
2,2,15,0.44,0.38,0.19399999999999998,146
2,2,16,0.44,0.35,0.2537,276
2,2,17,0.44,0.35,0.19399999999999998,509
2,2,18,0.42,0.38,0.19399999999999998,518
2,2,19,0.38,0.43,0.2239,338
2,2,20,0.36,0.5,0.1343,212
2,2,21,0.34,0.61,0.1045,190
2,2,22,0.32,0.57,0.19399999999999998,118
2,2,23,0.32,0.57,0.1343,51
2,3,0,0.3,0.56,0.2239,23
2,3,1,0.28,0.61,0.1642,10
2,3,2,0.26,0.65,0.0,1
2,3,3,0.26,0.65,0.0,1
2,3,4,0.24,0.7,0.0896,1
2,3,5,0.24,0.7,0.0896,20
2,3,6,0.24,0.7,0.0,98
2,3,7,0.24,0.7,0.1045,281
2,3,8,0.24,0.7,0.2239,508
2,3,9,0.24,0.7,0.1642,253
2,3,10,0.26,0.7,0.2239,108
2,3,11,0.26,0.65,0.2239,102
2,3,12,0.28,0.65,0.2836,138
2,3,13,0.28,0.61,0.1045,126
2,3,14,0.3,0.56,0.1642,108
2,3,15,0.3,0.61,0.1045,54
2,3,16,0.26,0.81,0.1045,75
2,3,17,0.24,0.87,0.1045,155
2,3,18,0.24,0.87,0.1045,167
2,3,19,0.24,0.87,0.1045,161
2,3,20,0.24,0.87,0.1343,125
2,3,21,0.24,0.87,0.19399999999999998,129
2,3,22,0.24,0.87,0.1343,98
2,3,23,0.24,0.87,0.1642,60
2,4,0,0.24,0.87,0.1642,26
2,4,1,0.24,0.87,0.1343,12
2,4,2,0.22,0.8,0.1343,2
2,4,3,0.22,0.8,0.2836,4
2,4,4,0.22,0.75,0.4478,1
2,4,5,0.2,0.75,0.2836,18
2,4,6,0.2,0.75,0.2836,76
2,4,7,0.2,0.69,0.2537,267
2,4,8,0.2,0.64,0.2537,484
2,4,9,0.2,0.59,0.2239,238
2,4,10,0.22,0.51,0.2239,97
2,4,11,0.24,0.52,0.2239,99
2,4,12,0.26,0.48,0.3284,158
2,4,13,0.3,0.42,0.3284,154
2,4,14,0.32,0.39,0.2985,144
2,4,15,0.32,0.36,0.2985,134
2,4,16,0.34,0.36,0.0,238
2,4,17,0.34,0.34,0.1343,399
2,4,18,0.34,0.31,0.1642,417
2,4,19,0.32,0.33,0.1045,295
2,4,20,0.32,0.36,0.0,199
2,4,21,0.3,0.52,0.0896,177
2,4,22,0.3,0.56,0.0,107
2,4,23,0.3,0.52,0.0,84
2,5,0,0.28,0.65,0.0896,43
2,5,1,0.28,0.61,0.0896,13
2,5,2,0.26,0.52,0.0896,16
2,5,3,0.26,0.56,0.0896,5
2,5,4,0.26,0.56,0.0896,2
2,5,5,0.24,0.52,0.2239,17
2,5,6,0.2,0.59,0.19399999999999998,64
2,5,7,0.2,0.59,0.1642,230
2,5,8,0.2,0.59,0.1642,448
2,5,9,0.22,0.55,0.1642,275
2,5,10,0.26,0.48,0.1343,124
2,5,11,0.28,0.45,0.1045,153
2,5,12,0.3,0.42,0.1343,176
2,5,13,0.3,0.42,0.0896,192
2,5,14,0.32,0.39,0.0896,146
2,5,15,0.32,0.45,0.1343,191
2,5,16,0.34,0.42,0.2537,268
2,5,17,0.34,0.42,0.19399999999999998,396
2,5,18,0.3,0.61,0.1343,359
2,5,19,0.32,0.57,0.0,262
2,5,20,0.32,0.57,0.0,151
2,5,21,0.32,0.66,0.0896,122
2,5,22,0.32,0.66,0.0,113
2,5,23,0.3,0.7,0.0896,65
2,6,0,0.3,0.7,0.1343,53
2,6,1,0.28,0.81,0.1343,45
2,6,2,0.26,0.81,0.19399999999999998,26
2,6,3,0.24,0.87,0.2239,9
2,6,4,0.24,0.87,0.2239,4
2,6,5,0.22,0.93,0.1642,2
2,6,6,0.22,0.93,0.1343,9
2,6,7,0.22,0.93,0.1343,19
2,6,8,0.22,0.93,0.1343,78
2,6,9,0.22,0.93,0.1045,90
2,6,10,0.22,0.93,0.1045,166
2,6,11,0.24,0.81,0.1045,183
2,6,12,0.26,0.81,0.1642,221
2,6,13,0.26,0.81,0.2836,235
2,6,14,0.26,0.81,0.2537,243
2,6,15,0.3,0.61,0.2985,124
2,6,16,0.22,0.75,0.4179,146
2,6,17,0.22,0.69,0.4627,144
2,6,18,0.22,0.47,0.6567,108
2,6,19,0.2,0.4,0.5522,87
2,6,20,0.16,0.43,0.5522,63
2,6,21,0.14,0.43,0.6418,48
2,6,22,0.14,0.39,0.3881,46
2,6,23,0.12,0.5,0.4925,20
2,0,0,0.1,0.68,0.3881,21
2,0,1,0.08,0.79,0.4627,24
2,0,2,0.1,0.58,0.5821,27
2,0,3,0.1,0.46,0.6866,14
2,0,4,0.1,0.46,0.7164,1
2,0,5,0.1,0.49,0.3881,3
2,0,6,0.1,0.49,0.3881,2
2,0,7,0.08,0.53,0.19399999999999998,18
2,0,8,0.08,0.53,0.2537,26
2,0,9,0.1,0.49,0.2985,63
2,0,10,0.12,0.42,0.3582,91
2,0,11,0.12,0.42,0.2985,124
2,0,12,0.14,0.39,0.6418,140
2,0,13,0.16,0.4,0.4478,138
2,0,14,0.16,0.4,0.5224,111
2,0,15,0.16,0.4,0.5522,155
2,0,16,0.2,0.34,0.4627,164
2,0,17,0.18,0.37,0.4179,87
2,0,18,0.16,0.4,0.4627,96
2,0,19,0.16,0.4,0.2836,80
2,0,20,0.14,0.42,0.3284,57
2,0,21,0.14,0.43,0.2985,36
2,0,22,0.14,0.43,0.1642,28
2,0,23,0.14,0.43,0.2239,23
2,1,0,0.14,0.46,0.2239,9
2,1,1,0.12,0.5,0.2239,6
2,1,2,0.14,0.46,0.19399999999999998,4
2,1,3,0.12,0.54,0.1045,1
2,1,4,0.12,0.54,0.0896,2
2,1,5,0.1,0.58,0.1343,17
2,1,6,0.1,0.54,0.2239,72
2,1,7,0.1,0.54,0.19399999999999998,195
2,1,8,0.1,0.54,0.1343,417
2,1,9,0.12,0.5,0.19399999999999998,205
2,1,10,0.14,0.5,0.1343,71
2,1,11,0.22,0.37,0.19399999999999998,90
2,1,12,0.28,0.28,0.3284,118
2,1,13,0.32,0.22,0.2239,140
2,1,14,0.34,0.23,0.1045,135
2,1,15,0.36,0.27,0.1343,155
2,1,16,0.36,0.23,0.19399999999999998,211
2,1,17,0.36,0.23,0.19399999999999998,407
2,1,18,0.34,0.25,0.2537,405
2,1,19,0.34,0.25,0.1343,263
2,1,20,0.3,0.42,0.1642,214
2,1,21,0.28,0.45,0.1343,147
2,1,22,0.26,0.56,0.1045,102
2,1,23,0.28,0.41,0.0,36
2,2,0,0.26,0.6,0.0,14
2,2,1,0.26,0.56,0.0,6
2,2,2,0.28,0.41,0.0,3
2,2,3,0.26,0.52,0.0,3
2,2,4,0.26,0.65,0.1045,2
2,2,5,0.26,0.65,0.1045,22
2,2,6,0.26,0.56,0.0,90
2,2,7,0.24,0.6,0.0896,280
2,2,8,0.24,0.7,0.0,513
2,2,9,0.26,0.56,0.0896,262
2,2,10,0.26,0.6,0.1343,98
2,2,11,0.3,0.45,0.1642,112
2,2,12,0.3,0.52,0.2239,172
2,2,13,0.36,0.4,0.2537,173
2,2,14,0.4,0.4,0.2239,124
2,2,15,0.42,0.38,0.4478,145
2,2,16,0.42,0.35,0.2985,266
2,2,17,0.42,0.38,0.3582,523
2,2,18,0.38,0.46,0.2985,406
2,2,19,0.36,0.5,0.1642,281
2,2,20,0.38,0.46,0.1343,184
2,2,21,0.36,0.5,0.1045,109
2,2,22,0.36,0.5,0.1045,77
2,2,23,0.36,0.5,0.0896,57
2,3,0,0.32,0.57,0.0,22
2,3,1,0.34,0.53,0.0,5
2,3,2,0.3,0.61,0.0,4
2,3,3,0.28,0.75,0.0,3
2,3,4,0.28,0.7,0.1045,1
2,3,5,0.28,0.7,0.1045,25
2,3,6,0.3,0.61,0.1343,95
2,3,7,0.3,0.65,0.19399999999999998,321
2,3,8,0.32,0.61,0.3582,515
2,3,9,0.32,0.61,0.3284,231
2,3,10,0.34,0.57,0.2985,120
2,3,11,0.36,0.53,0.2836,138
2,3,12,0.38,0.46,0.3881,163
2,3,13,0.4,0.43,0.2836,170
2,3,14,0.42,0.41,0.3582,134
2,3,15,0.42,0.41,0.2239,171
2,3,16,0.42,0.38,0.19399999999999998,231
2,3,17,0.42,0.38,0.19399999999999998,487
2,3,18,0.4,0.4,0.2239,468
2,3,19,0.38,0.43,0.1642,311
2,3,20,0.36,0.46,0.1642,211
2,3,21,0.34,0.53,0.1642,178
2,3,22,0.34,0.49,0.1045,107
2,3,23,0.34,0.53,0.0896,58
2,4,0,0.3,0.7,0.1343,23
2,4,1,0.3,0.7,0.0,5
2,4,2,0.3,0.7,0.0896,7
2,4,3,0.3,0.61,0.0,1
2,4,4,0.3,0.7,0.0896,3
2,4,5,0.3,0.7,0.0,20
2,4,6,0.3,0.7,0.0896,87
2,4,7,0.3,0.7,0.1343,288
2,4,8,0.3,0.7,0.0896,498
2,4,9,0.3,0.7,0.1642,202
2,4,10,0.32,0.7,0.1343,44
2,4,11,0.32,0.7,0.1045,71
2,4,12,0.32,0.76,0.0896,45
2,4,13,0.34,0.71,0.2537,64
2,4,14,0.32,0.81,0.19399999999999998,31
2,4,15,0.34,0.76,0.0,53
2,4,16,0.34,0.81,0.0,118
2,4,17,0.34,0.87,0.0,289
2,4,18,0.34,0.87,0.1343,353
2,4,19,0.32,0.87,0.1642,258
2,4,20,0.32,0.87,0.1343,216
2,4,21,0.34,0.81,0.1045,145
2,4,22,0.32,0.81,0.0,111
2,4,23,0.32,0.81,0.0896,73
2,5,0,0.3,0.87,0.0,34
2,5,1,0.3,0.93,0.0,18
2,5,2,0.3,0.93,0.1045,12
2,5,3,0.28,0.93,0.1045,1
2,5,4,0.28,0.93,0.19399999999999998,1
2,5,5,0.28,0.93,0.1642,16
2,5,6,0.28,0.96,0.1343,71
2,5,7,0.28,0.93,0.1045,226
2,5,8,0.26,1.0,0.0,520
2,5,9,0.26,1.0,0.0,283
2,5,10,0.34,0.71,0.2836,116
2,5,11,0.36,0.62,0.4179,142
2,5,12,0.38,0.46,0.3881,198
2,5,13,0.4,0.43,0.3582,205
2,5,14,0.4,0.37,0.3582,170
2,5,15,0.42,0.35,0.4179,221
2,5,16,0.42,0.32,0.2985,307
2,5,17,0.42,0.32,0.3284,465
2,5,18,0.4,0.35,0.2537,377
2,5,19,0.38,0.37,0.2239,282
2,5,20,0.4,0.35,0.19399999999999998,171
2,5,21,0.38,0.37,0.19399999999999998,129
2,5,22,0.36,0.4,0.2239,107
2,5,23,0.36,0.4,0.19399999999999998,82
2,6,0,0.34,0.42,0.1642,86
2,6,1,0.32,0.49,0.1642,45
2,6,2,0.3,0.61,0.2537,45
2,6,3,0.28,0.65,0.1045,18
2,6,4,0.26,0.7,0.0,7
2,6,5,0.24,0.7,0.0896,1
2,6,6,0.24,0.7,0.0,9
2,6,7,0.24,0.7,0.0,41
2,6,8,0.22,0.87,0.0,102
2,6,9,0.22,0.8,0.1045,138
2,6,10,0.26,0.81,0.1045,205
2,6,11,0.32,0.57,0.1343,286
2,6,12,0.36,0.43,0.19399999999999998,369
2,6,13,0.4,0.43,0.2836,384
2,6,14,0.44,0.35,0.3582,427
2,6,15,0.42,0.41,0.2537,499
2,6,16,0.44,0.44,0.3284,404
2,6,17,0.48,0.36,0.2836,364
2,6,18,0.46,0.38,0.2985,246
2,6,19,0.44,0.44,0.1642,188
2,6,20,0.44,0.44,0.1642,148
2,6,21,0.44,0.33,0.2985,114
2,6,22,0.4,0.4,0.4478,118
2,6,23,0.36,0.4,0.3881,74
2,0,0,0.34,0.39,0.3582,74
2,0,1,0.32,0.39,0.2537,72
2,0,2,0.3,0.36,0.2836,48
2,0,3,0.3,0.36,0.2239,15
2,0,4,0.28,0.41,0.3881,3
2,0,5,0.26,0.48,0.2985,2
2,0,6,0.24,0.52,0.3284,5
2,0,7,0.24,0.52,0.2836,14
2,0,8,0.24,0.56,0.19399999999999998,56
2,0,9,0.24,0.56,0.2537,93
2,0,10,0.26,0.52,0.2537,191
2,0,11,0.26,0.56,0.3284,226
2,0,12,0.28,0.52,0.2537,255
2,0,13,0.3,0.49,0.1642,261
2,0,14,0.32,0.45,0.19399999999999998,237
2,0,15,0.3,0.49,0.19399999999999998,253
2,0,16,0.32,0.45,0.2836,212
2,0,17,0.3,0.49,0.2537,157
2,0,18,0.3,0.49,0.3284,167
2,0,19,0.3,0.52,0.2537,119
2,0,20,0.3,0.52,0.2836,103
2,0,21,0.26,0.65,0.1642,36
2,0,22,0.24,0.75,0.0896,55
2,0,23,0.22,0.93,0.1642,35
2,1,0,0.24,0.87,0.0896,41
2,1,1,0.24,0.87,0.0896,15
2,1,2,0.24,0.87,0.0896,20
2,1,3,0.24,0.81,0.19399999999999998,8
2,1,5,0.24,0.6,0.3582,6
2,1,6,0.24,0.52,0.4179,10
2,1,7,0.22,0.55,0.3284,44
2,1,8,0.2,0.59,0.3582,120
2,1,9,0.2,0.59,0.3582,110
2,1,10,0.22,0.55,0.4478,143
2,1,11,0.26,0.48,0.3582,208
2,1,12,0.28,0.45,0.2239,281
2,1,13,0.3,0.42,0.2836,312
2,1,14,0.32,0.36,0.19399999999999998,263
2,1,15,0.34,0.34,0.2239,289
2,1,16,0.36,0.29,0.1045,280
2,1,17,0.38,0.27,0.2537,253
2,1,18,0.34,0.34,0.2239,242
2,1,19,0.34,0.34,0.2239,172
2,1,20,0.34,0.34,0.19399999999999998,126
2,1,21,0.3,0.39,0.1642,98
2,1,22,0.3,0.45,0.0896,62
2,1,23,0.3,0.39,0.0,26
2,2,0,0.26,0.65,0.0,12
2,2,1,0.26,0.56,0.0,7
2,2,2,0.24,0.6,0.0,3
2,2,4,0.22,0.64,0.0,2
2,2,5,0.2,0.69,0.0,15
2,2,6,0.2,0.75,0.0,86
2,2,7,0.22,0.64,0.0,279
2,2,8,0.2,0.69,0.0896,464
2,2,9,0.2,0.75,0.1045,217
2,2,10,0.24,0.7,0.19399999999999998,85
2,2,11,0.26,0.7,0.2836,86
2,2,12,0.3,0.56,0.3881,163
2,2,13,0.34,0.49,0.4179,131
2,2,14,0.32,0.53,0.3881,124
2,2,15,0.34,0.49,0.4179,160
2,2,16,0.36,0.46,0.4179,254
2,2,17,0.38,0.4,0.4478,432
2,2,18,0.38,0.4,0.4478,425
2,2,19,0.36,0.46,0.2985,304
2,2,20,0.34,0.53,0.2537,227
2,2,21,0.34,0.61,0.1642,154
2,2,22,0.34,0.71,0.19399999999999998,100
2,2,23,0.32,0.66,0.2239,47
2,3,0,0.32,0.66,0.2239,24
2,3,1,0.32,0.7,0.1343,7
2,3,2,0.34,0.66,0.2836,6
2,3,3,0.34,0.71,0.2239,4
2,3,4,0.34,0.71,0.1642,2
2,3,5,0.32,0.7,0.1045,30
2,3,6,0.32,0.76,0.1642,90
2,3,7,0.32,0.76,0.0896,302
2,3,8,0.3,0.75,0.0896,576
2,3,9,0.32,0.7,0.0896,252
2,3,10,0.34,0.71,0.0896,139
2,3,11,0.36,0.66,0.1642,171
2,3,12,0.4,0.62,0.2836,207
2,3,13,0.42,0.54,0.2985,190
2,3,14,0.44,0.54,0.3284,177
2,3,15,0.5,0.31,0.4179,195
2,3,16,0.52,0.29,0.4627,298
2,3,17,0.52,0.32,0.3881,529
2,3,18,0.48,0.41,0.3284,525
2,3,19,0.46,0.44,0.2836,327
2,3,20,0.44,0.47,0.19399999999999998,274
2,3,21,0.48,0.33,0.2836,239
2,3,22,0.44,0.47,0.2537,147
2,3,23,0.46,0.41,0.2836,62
2,4,0,0.44,0.47,0.2537,42
2,4,1,0.44,0.58,0.2836,15
2,4,2,0.44,0.62,0.2239,9
2,4,3,0.44,0.67,0.19399999999999998,6
2,4,4,0.4,0.76,0.2239,1
2,4,5,0.4,0.76,0.2239,32
2,4,6,0.36,0.87,0.19399999999999998,91
2,4,7,0.36,0.81,0.2239,326
2,4,8,0.34,0.87,0.19399999999999998,560
2,4,9,0.36,0.81,0.2537,242
2,4,10,0.42,0.67,0.19399999999999998,148
2,4,11,0.48,0.48,0.2836,182
2,4,12,0.5,0.42,0.2537,224
2,4,13,0.52,0.39,0.19399999999999998,218
2,4,14,0.54,0.37,0.2537,192
2,4,15,0.54,0.33,0.1343,217
2,4,16,0.56,0.32,0.0,343
2,4,17,0.54,0.32,0.1642,610
2,4,18,0.54,0.37,0.1343,522
2,4,19,0.5,0.39,0.0896,369
2,4,20,0.46,0.44,0.1343,269
2,4,21,0.44,0.51,0.2239,222
2,4,22,0.44,0.54,0.2537,137
2,4,23,0.44,0.54,0.0,85
2,5,0,0.44,0.58,0.0896,46
2,5,1,0.44,0.62,0.19399999999999998,18
2,5,2,0.42,0.77,0.2836,5
2,5,3,0.42,0.82,0.1343,5
2,5,4,0.4,0.87,0.1343,2
2,5,5,0.4,0.87,0.19399999999999998,26
2,5,6,0.4,0.87,0.1642,82
2,5,7,0.4,0.76,0.2239,272
2,5,8,0.38,0.76,0.3284,469
2,5,9,0.36,0.81,0.2537,244
2,5,10,0.36,0.81,0.1642,141
2,5,11,0.36,0.81,0.1045,163
2,5,12,0.4,0.76,0.1343,228
2,5,13,0.42,0.71,0.1045,183
2,5,14,0.46,0.67,0.1045,31
2,5,15,0.4,0.87,0.19399999999999998,94
2,5,16,0.4,0.87,0.19399999999999998,178
2,5,17,0.42,0.94,0.1045,256
2,5,18,0.42,0.94,0.0,300
2,5,19,0.44,0.88,0.1045,233
2,5,20,0.44,0.62,0.4179,167
2,5,21,0.42,0.35,0.8059999999999999,152
2,5,22,0.4,0.37,0.5821,106
2,5,23,0.38,0.37,0.6866,86
2,6,0,0.36,0.43,0.3881,61
2,6,1,0.34,0.42,0.3582,46
2,6,2,0.32,0.45,0.2537,38
2,6,3,0.3,0.45,0.2985,7
2,6,4,0.3,0.42,0.3284,2
2,6,5,0.3,0.42,0.2985,3
2,6,6,0.3,0.42,0.2985,13
2,6,7,0.28,0.45,0.4478,23
2,6,8,0.26,0.48,0.2985,93
2,6,9,0.22,0.75,0.3284,122
2,6,10,0.26,0.6,0.3582,183
2,6,11,0.3,0.39,0.6119,210
2,6,12,0.32,0.29,0.6567,258
2,6,13,0.32,0.31,0.4925,226
2,6,14,0.32,0.29,0.5522,216
2,6,15,0.32,0.29,0.4179,232
2,6,16,0.32,0.26,0.5821,195
2,6,17,0.3,0.33,0.3582,159
2,6,18,0.3,0.28,0.5821,133
2,6,19,0.26,0.33,0.4478,149
2,6,20,0.26,0.3,0.5522,105
2,6,21,0.24,0.35,0.3284,85
2,6,22,0.24,0.38,0.4627,82
2,6,23,0.24,0.41,0.4179,91
2,0,0,0.24,0.41,0.3582,70
2,0,1,0.24,0.44,0.3284,55
2,0,2,0.24,0.44,0.3284,42
2,0,3,0.24,0.41,0.19399999999999998,21
2,0,4,0.24,0.41,0.19399999999999998,6
2,0,5,0.22,0.44,0.2239,5
2,0,6,0.22,0.44,0.3284,2
2,0,7,0.2,0.51,0.2985,22
2,0,8,0.2,0.51,0.2537,59
2,0,9,0.22,0.47,0.2239,87
2,0,10,0.26,0.41,0.1642,188
2,0,11,0.28,0.41,0.2836,227
2,0,12,0.3,0.39,0.1343,305
2,0,13,0.32,0.36,0.0,325
2,0,14,0.34,0.31,0.0,331
2,0,15,0.36,0.29,0.0,353
2,0,16,0.36,0.32,0.2537,339
2,0,17,0.36,0.32,0.2239,287
2,0,18,0.34,0.36,0.2836,216
2,0,19,0.34,0.34,0.1642,143
2,0,20,0.32,0.42,0.1642,88
2,0,21,0.3,0.45,0.1343,83
2,0,22,0.3,0.42,0.2239,71
2,0,23,0.26,0.56,0.1642,64
2,1,0,0.26,0.6,0.2537,29
2,1,1,0.26,0.65,0.2239,6
2,1,2,0.26,0.7,0.2985,4
2,1,3,0.24,0.75,0.1642,2
2,1,4,0.22,0.8,0.1343,1
2,1,5,0.22,0.8,0.1343,16
2,1,6,0.24,0.7,0.2537,90
2,1,7,0.24,0.6,0.2239,280
2,1,8,0.24,0.6,0.0,528
2,1,9,0.26,0.6,0.19399999999999998,230
2,1,10,0.32,0.45,0.2537,104
2,1,11,0.36,0.43,0.2537,103
2,1,12,0.4,0.37,0.2985,177
2,1,13,0.4,0.43,0.2836,182
2,1,14,0.46,0.36,0.2836,158
2,1,15,0.52,0.25,0.4179,174
2,1,16,0.54,0.26,0.4478,286
2,1,17,0.54,0.24,0.4478,529
2,1,18,0.52,0.27,0.4179,527
2,1,19,0.5,0.29,0.3881,334
2,1,20,0.48,0.33,0.3582,219
2,1,21,0.46,0.36,0.2836,195
2,1,22,0.44,0.44,0.2537,92
2,1,23,0.42,0.5,0.1642,56
